,unique_reals,real_counts
18204,maritime,3
9600,thornton,3
18249,unscathed,3
18208,zeid,3
9539,conway,3
18239,scenario,3
216,duncan,3
9554,midseason,3
9556,hornets,3
9557,lindsay,3
9566,borowitz,3
9618,participation,3
9621,councils,3
18197,cme,3
9485,acquittal,3
18168,bubbles,3
9687,appealing,3
18171,competitor,3
9682,entering,3
9660,stuck,3
9658,eclipses,3
9479,turtle,3
18278,destabilize,3
18262,suga,3
13155,balk,3
9656,bolivia,3
16392,amended,3
13146,reconsider,3
9638,ira,3
18188,slashes,3
13145,geringer,3
9828,quicksand,3
9390,performed,3
251,59,3
18045,forgiveness,3
9991,carried,3
13219,rambis,3
18385,partition,3
18383,franks,3
18382,blows,3
13216,collapsed,3
9984,accepting,3
9977,tyco,3
13212,turban,3
9973,coat,3
18375,awaiting,3
9965,unsettled,3
18368,usgs,3
9962,advertisers,3
18362,responders,3
9257,cheaper,3
9959,carbon,3
9992,tribunal,3
9204,herbicide,3
9999,folk,3
10038,weil,3
10060,dangers,3
13230,indicate,3
10051,vigoda,3
173,villanova,3
9173,michaels,3
18009,lng,3
18010,multi,3
9182,pyramids,3
10007,legalize,3
10018,disappointment,3
10012,manhunt,3
18026,shi,3
18027,ite,3
10009,reshape,3
9190,mistakes,3
9194,livelihood,3
9957,strain,3
18046,kuczynski,3
9831,radvanovsky,3
9264,vanessa,3
9879,wrote,3
9351,wallop,3
9354,isabel,3
9867,valli,3
9862,shapes,3
13181,intact,3
18083,issuing,3
9854,began,3
9366,consultant,3
235,fingers,3
9850,styling,3
9848,juveniles,3
18089,apply,3
18318,socialists,3
9377,described,3
9382,philips,3
18090,honduran,3
9881,christine,3
9883,visual,3
18335,pursuing,3
9289,shaky,3
9269,tracks,3
9937,educators,3
9933,oval,3
9930,retailer,3
9283,famed,3
9926,smoking,3
9288,symantec,3
18347,bain,3
13044,executes,3
18061,strained,3
9295,pleasure,3
18346,disregard,3
9917,fowler,3
9319,shed,3
9322,speeches,3
9324,cheating,3
17769,miracle,3
17767,reunification,3
12872,treats,3
8222,basis,3
17397,pall,3
13464,kloss,3
13463,karlie,3
11290,isaacson,3
8183,advertising,3
17410,reassure,3
15089,projections,3
13461,startup,3
8191,feldman,3
11281,wong,3
12694,pc,3
18806,gox,3
18797,talc,3
8210,ousts,3
17417,disasters,3
122,ratner,3
18795,ownership,3
17396,ustr,3
11304,goodman,3
11306,oppenheimer,3
8153,weird,3
8131,asap,3
12672,expulsion,3
11340,associates,3
8135,donate,3
8142,refund,3
13470,vanity,3
17382,barnier,3
8155,lenders,3
8165,tempo,3
11319,patterson,3
8158,active,3
16648,opportunities,3
17388,bloodshed,3
8161,embarks,3
8162,bette,3
11314,dwight,3
11259,com,3
11256,sag,3
8129,reception,3
8225,macedonia,3
11145,associate,3
12723,hindering,3
11141,probation,3
11140,terrain,3
11136,departures,3
8291,spacex,3
18770,commanders,3
332,clemson,3
11128,ballerina,3
11114,evelyn,3
12734,pins,3
18766,clarify,3
11102,unemployed,3
11097,beethoven,3
13435,rex,3
8319,chickens,3
17497,autopilot,3
18779,flees,3
8270,trophy,3
11158,sovereign,3
11207,cornyn,3
11253,backers,3
8228,2009,3
17431,tezos,3
17440,widening,3
8238,shipments,3
17446,apologize,3
16629,barrage,3
8246,revises,3
11172,garfield,3
8248,oilers,3
11202,scope,3
17453,spark,3
18786,ivanka,3
11184,competing,3
17457,cotton,3
11176,newly,3
8130,remembering,3
11349,alberto,3
13334,ringleader,3
11475,maya,3
17265,developing,3
11520,collects,3
17269,committees,3
8000,toss,3
17270,ensure,3
11515,shepard,3
11512,chains,3
16168,kiss,3
17273,cools,3
11504,proxy,3
16671,berates,3
11492,grade,3
13514,proceedings,3
8017,window,3
8022,composers,3
11484,kia,3
15141,salary,3
11531,swan,3
17260,suvs,3
13518,mistrial,3
18893,baghdadi,3
12609,assuming,3
17224,briefed,3
16165,persistent,3
7962,distribution,3
11599,pulitzer,3
11586,commands,3
11584,lobbyists,3
7972,roster,3
17258,reluctant,3
11575,gore,3
12621,weathering,3
17247,underlying,3
7982,disruption,3
7984,wipe,3
11548,conn,3
11544,elton,3
16171,defied,3
8033,feinstein,3
11362,rivers,3
8034,54,3
8071,aston,3
11428,surprising,3
11426,capsizes,3
8081,mentality,3
11417,imprint,3
18853,roku,3
12654,lorna,3
11409,icy,3
17333,sap,3
11400,atlético,3
17336,oligarchs,3
16188,backtrack,3
8100,armory,3
17344,stockpile,3
13480,sponsorship,3
18838,suffered,3
18835,australians,3
17319,ignore,3
16180,intercepts,3
13498,trafficking,3
11466,fathers,3
8037,horizon,3
8038,parameters,3
16174,europeans,3
361,coachella,3
16175,alliances,3
8049,spotlights,3
8051,tracy,3
16178,siblings,3
13499,misery,3
17297,chronology,3
8055,stalemate,3
11461,mirrors,3
17301,600,3
12643,pointers,3
12644,marcus,3
11453,fairy,3
11085,brushes,3
12740,aboard,3
329,cabaret,3
17706,derails,3
8594,finals,3
18656,unhcr,3
8600,giuliani,3
17680,metoo,3
18655,jumblatt,3
18654,finmin,3
10741,insiders,3
8605,nose,3
8606,dismantled,3
12834,amanda,3
17683,collisions,3
10730,soared,3
8615,univision,3
17694,petro,3
10715,soaring,3
13363,frozen,3
17700,bourse,3
18657,kindergarten,3
13364,openings,3
8587,midtown,3
10777,demise,3
10798,credits,3
17664,patches,3
17665,spectre,3
8544,pretty,3
10784,pursuits,3
8554,ensemble,3
8559,jihadi,3
13371,depart,3
10751,repay,3
8568,adjusts,3
8573,zhang,3
302,notify,3
8578,modified,3
8584,oversee,3
12829,peanuts,3
17675,koreas,3
10696,theranos,3
8625,point72,3
8327,remaining,3
8627,ayatollah,3
10619,axis,3
17751,tat,3
10609,huckabee,3
17753,unfortunate,3
17757,plummet,3
8702,dries,3
8703,noten,3
13342,opponent,3
8705,moss,3
16256,atrocities,3
10593,photographing,3
10590,experienced,3
13340,doubting,3
18606,productive,3
10584,gilmore,3
8727,hitting,3
13335,getaway,3
12865,contractor,3
17746,implementation,3
17745,provisions,3
17724,safeguard,3
10691,formula,3
10684,ticketing,3
8633,lazard,3
10675,leaked,3
8641,ling,3
18642,islamists,3
10656,alvin,3
12853,dawn,3
18639,cordray,3
17727,launching,3
8653,wines,3
17729,derailed,3
17732,searchers,3
8655,silk,3
13358,regulate,3
17736,deploys,3
10803,differently,3
8527,drawn,3
10808,bullets,3
8513,sabotage,3
8379,donates,3
17534,anadolu,3
8381,raf,3
8384,overnight,3
12764,min,3
17541,workforce,3
17542,depends,3
17553,washers,3
13414,bells,3
10976,scorned,3
10972,springsteen,3
10967,spar,3
17569,grocery,3
10962,ordeal,3
10958,planting,3
10956,plotters,3
10954,scrutinized,3
17527,respected,3
11032,durable,3
17525,billboards,3
8348,controlling,3
11077,challenger,3
17501,button,3
8336,dozen,3
17511,creditors,3
8342,addresses,3
8344,largely,3
8345,rejoin,3
17513,naval,3
12754,diminished,3
8353,prosperity,3
8356,valued,3
11052,mess,3
18747,beyonce,3
17517,convince,3
13424,98,3
11040,commit,3
8416,stumble,3
17577,bioverativ,3
10942,antidoping,3
13389,copyright,3
10865,americas,3
8469,physician,3
10861,divergent,3
10859,ivy,3
12807,jab,3
10848,bookstore,3
18696,serbia,3
8491,cory,3
17616,flux,3
10844,endorsed,3
10841,merck,3
17637,accession,3
10830,pasta,3
10817,3d,3
8510,contests,3
10811,recommend,3
16572,learned,3
10894,requiem,3
17580,yemenis,3
17597,furious,3
8420,photographers,3
16585,directing,3
17586,accelerate,3
17588,durbin,3
17595,ongoing,3
8432,diverse,3
8434,abandoned,3
12792,freedman,3
10895,mountain,3
8438,hammer,3
17603,audi,3
12796,rappaport,3
16229,coptic,3
12797,dollsey,3
8448,nielsen,3
8453,mickey,3
13753,reconstruction,3
16781,thwarts,3
3617,generational,3
2603,lion,3
1116,buccaneers,3
1350,thrones,3
2582,cornerback,3
573,turbulence,3
4334,bequest,3
1340,marianne,3
4329,immersive,3
13848,baja,3
3273,transactions,3
20173,shutting,3
4312,plaza,3
13846,disappointing,3
2613,homelessness,3
14216,rylance,3
6693,ventures,3
3902,commuter,3
15267,joshua,3
5254,cozy,3
13853,compared,3
2630,gained,3
2631,rivalry,3
13856,erykah,3
3287,iris,3
2579,subdued,3
1323,hannah,3
14526,battlefield,3
2536,josephine,3
4372,platini,3
954,62,3
4367,shown,3
6746,harm,3
2549,woody,3
4365,wee,3
20156,beaumont,3
6732,universal,3
6059,lieber,3
1364,erases,3
13845,altuzarra,3
3879,ranks,3
13995,brody,3
2567,crosses,3
3297,cop,3
3296,barn,3
14442,delray,3
4348,mercy,3
15894,fracking,3
3882,dover,3
2578,priorities,3
13857,badu,3
1126,49ers,3
2535,boeschenstein,3
14126,siegal,3
3224,mafia,3
4279,methane,3
5603,mccarthy,3
6624,structure,3
19430,deloitte,3
2676,approvals,3
4277,blunt,3
6619,classics,3
20491,sichuan,3
860,precious,3
2689,juvenile,3
6637,scales,3
3207,advised,3
5287,downtown,3
3204,rematch,3
14518,lionel,3
4268,optimistic,3
2703,gianandrea,3
2704,noseda,3
13975,furstenberg,3
14460,garage,3
19437,aerospace,3
15410,inauguration,3
13865,puma,3
6675,pritzker,3
6658,famine,3
3258,fitbit,3
13860,invention,3
6670,es,3
6668,aravena,3
2647,wastewater,3
14213,cruel,3
1129,colts,3
6092,lingerie,3
6663,frontier,3
6659,spectrum,3
6655,skips,3
4284,dealers,3
1310,ta,3
5608,frustrations,3
5605,fringe,3
15550,coastal,3
6652,seconds,3
6651,skewers,3
1305,friedman,3
14939,backstage,3
6101,rebuff,3
3242,relatively,3
6763,redesign,3
846,interested,3
15196,classmate,3
20365,honeymoon,3
14743,reckoning,3
6843,ignored,3
13820,surrenders,3
3381,wanda,3
6010,opposite,3
5153,brett,3
3380,dalian,3
3815,ghana,3
5660,missteps,3
2422,schindler,3
2426,roads,3
14913,safeguards,3
4494,broadcasts,3
818,mccoy,3
15588,evicted,3
5654,singers,3
2439,1960s,3
1407,autonomy,3
6019,rainbow,3
19742,doom,3
4479,clinches,3
3369,difference,3
4510,neck,3
4511,checking,3
2447,tread,3
5133,shame,3
2346,shark,3
2347,jumping,3
6866,triumphant,3
15173,singing,3
5995,embezzlement,3
5996,armstrong,3
14753,revamps,3
2354,roast,3
2355,cauliflower,3
5674,musicians,3
5134,wonder,3
4513,closet,3
5670,mccaskill,3
4522,sinaloa,3
2371,avery,3
3397,sheen,3
20874,cannon,3
19352,tribal,3
5664,spans,3
6850,pack,3
20364,cobb,3
2384,cat,3
5163,righteous,3
2448,carefully,3
3315,unleashes,3
5206,mama,3
6795,according,3
15510,cereal,3
3345,dairy,3
6038,dine,3
14918,wheeler,3
19898,checkpoint,3
2504,eggs,3
3866,fault,3
3867,steer,3
3334,centerview,3
2513,shocks,3
6800,autopsy,3
19382,compromised,3
3333,reese,3
2518,draftkings,3
6045,khomeini,3
6046,shook,3
5213,finest,3
3875,experiments,3
15972,dissidents,3
6771,savile,3
2526,heel,3
15573,pin,3
833,villain,3
4046,russell,3
6027,braun,3
4869,spencer,3
14109,contraception,3
2452,activision,3
4457,vinci,3
4456,roberta,3
2456,vanished,3
15806,drapkin,3
4450,yard,3
19619,reinsurers,3
6818,traded,3
4443,unarmed,3
6033,luis,3
5184,appointed,3
4438,shadows,3
3833,perils,3
5188,none,3
4436,stricter,3
3836,cola,3
20137,retaliates,3
3355,compton,3
14239,vancouver,3
5194,kardashian,3
6127,950,3
3195,assert,3
5295,rapist,3
4123,multibillion,3
13917,appointment,3
6215,antarctica,3
13918,oliver,3
5513,insights,3
15773,malta,3
6382,enthusiasm,3
4136,passages,3
19506,nba,3
513,studies,3
6378,disrupts,3
5419,hosts,3
6397,gould,3
4014,corbyn,3
14672,dewey,3
4017,finishes,3
3073,announced,3
5428,brenda,3
3065,hosted,3
14980,19th,3
5432,chandler,3
14671,rejection,3
5433,shapiro,3
14971,gathering,3
4005,intense,3
5502,jockeying,3
19493,negotiable,3
15746,ponder,3
3994,bluff,3
1239,schmidt,3
15241,mulberry,3
3104,dalton,3
19490,bsee,3
3102,indicates,3
5393,knits,3
15060,upgrade,3
2876,campaigners,3
5394,shearling,3
2908,responded,3
4001,commemorates,3
4160,fever,3
5402,requiring,3
19496,nerve,3
2888,gird,3
6405,awesome,3
3090,recognizes,3
15016,spins,3
1229,megan,3
6207,soprano,3
2953,literally,3
3054,dolly,3
6585,mcadoo,3
6249,binding,3
2991,subversive,3
5489,oxford,3
5459,suspicions,3
5485,unaware,3
15056,disappoint,3
3000,cocktail,3
5482,reignites,3
3009,obtain,3
3010,oculus,3
4055,beg,3
4052,workout,3
5454,sideline,3
15762,batali,3
6281,outfielder,3
6279,monte,3
1199,enforcer,3
15525,erdem,3
4045,installation,3
14166,winery,3
6276,yvonne,3
3024,hay,3
660,weissman,3
4067,irene,3
15529,galaxy,3
2954,180,3
664,campaigning,3
14670,wheat,3
6357,bust,3
19516,ishiguro,3
2958,database,3
4086,dunham,3
3051,flatiron,3
4080,roar,3
19814,relieve,3
4077,rents,3
5444,flashy,3
14664,pacquiao,3
13937,print,3
2978,selfie,3
14663,manny,3
6336,barnett,3
4074,cologne,3
13934,wound,3
13935,onstage,3
19527,curbing,3
6240,detour,3
6328,hook,3
6321,ticks,3
4168,palm,3
1244,bounces,3
6184,breakup,3
14698,apollo,3
19452,platforms,3
2744,turner,3
15198,fog,3
20482,pieces,3
2752,lean,3
2754,examination,3
6529,strauss,3
2755,nude,3
14633,discloses,3
13886,terrifying,3
2770,chronicles,3
19450,weakening,3
3155,fined,3
20806,bastille,3
2773,debuts,3
4223,blitz,3
19853,leeward,3
4221,unveiled,3
1169,flexibility,3
20405,graves,3
3968,lois,3
6512,catcher,3
6138,chi,3
19864,fiery,3
4170,newman,3
6560,etan,3
13876,herrera,3
6580,scholar,3
2718,broaden,3
6576,greets,3
14461,overshadowed,3
6565,parish,3
6564,archbishop,3
5583,developers,3
6561,patz,3
1283,tobias,3
13972,pilgrims,3
14952,calendar,3
14631,acquiring,3
19445,vp,3
5301,lucy,3
6134,gunmakers,3
2732,fliers,3
6541,reap,3
6135,liability,3
15951,kilter,3
13882,murdered,3
922,viewership,3
13891,ids,3
1171,derby,3
5555,courting,3
2840,outsiders,3
5355,suited,3
19480,floodwaters,3
6455,passports,3
6176,ranked,3
15201,spielberg,3
4189,beatrice,3
13903,warfare,3
6180,propels,3
6181,faked,3
14511,aviation,3
656,eurozone,3
5328,iñárritu,3
6183,unexpectedly,3
5532,guests,3
2844,inward,3
4178,repression,3
6435,cab,3
2845,tory,3
2846,burch,3
14479,rover,3
2853,territories,3
5378,motley,3
3982,norovirus,3
15247,katrantzou,3
4198,grandmother,3
5354,personalized,3
19845,ballots,3
3135,vacant,3
6169,kerber,3
6495,converge,3
6489,tate,3
4209,vincent,3
6486,ferrante,3
6170,casualty,3
6481,promoting,3
1174,brooks,3
2812,diseases,3
5543,chapter,3
19558,expels,3
14637,daimler,3
3121,sheila,3
505,electricity,3
4199,nicolas,3
14690,blackhawks,3
6471,processes,3
1257,erica,3
5350,circus,3
5128,dictator,3
4467,symbols,3
3793,sampling,3
4763,finished,3
1936,beef,3
19252,thirty,3
4759,shelves,3
19675,alstom,3
7115,deadliest,3
5864,traveled,3
5732,opts,3
7105,potter,3
14051,wada,3
14556,counts,3
3525,lepage,3
1949,healthier,3
5872,batteries,3
14816,triggers,3
14554,plastic,3
3710,sr,3
1963,mode,3
14881,crippled,3
19711,evacuates,3
4743,flows,3
3517,transcripts,3
1974,salad,3
3514,ponders,3
3698,quarterfinals,3
14557,dkny,3
15821,morales,3
13742,longest,3
4948,thrashing,3
1047,estados,3
4951,mettle,3
7159,gabbana,3
4786,shah,3
7150,strategist,3
19241,maltese,3
7142,sedan,3
4958,pistons,3
13738,bruised,3
5841,thorns,3
7134,tosses,3
3540,mogul,3
1632,columnist,3
5744,dismissal,3
19248,freeing,3
3539,cream,3
7127,smell,3
3537,actually,3
1048,unidos,3
15626,slight,3
3529,loyalty,3
1933,da,3
645,complain,3
3512,lamb,3
1607,previews,3
1606,improved,3
4705,97,3
19663,overwhelming,3
15853,lapses,3
3719,baldwin,3
14595,ghali,3
20612,pdvsa,3
14596,outspoken,3
762,routs,3
15619,verdun,3
15498,haryana,3
5006,guarantees,3
1548,invade,3
763,northwestern,3
7027,characters,3
15499,kesha,3
4687,captura,3
15822,divisive,3
20608,2024,3
5715,berger,3
1538,holidays,3
15344,runner,3
5931,airplane,3
3490,cómo,3
1573,gym,3
1576,gina,3
2020,pacs,3
19670,belfast,3
1981,skillet,3
14883,vulnerability,3
1984,egg,3
4728,rainy,3
15848,clark,3
1988,alike,3
5888,2002,3
4724,karl,3
1593,lingering,3
20858,commuters,3
1591,listen,3
5002,distance,3
4715,detainee,3
1585,studios,3
20297,disperse,3
3507,centers,3
1582,49,3
2014,soviet,3
4706,skin,3
419,palette,3
3499,liner,3
7052,conscience,3
1896,pipes,3
7164,intrigue,3
5832,obsessed,3
19999,issued,3
14569,applauds,3
5768,pistorius,3
1726,historian,3
5795,colleague,3
5796,bottom,3
19210,imminent,3
19211,pacifist,3
19212,backfire,3
4890,fein,3
5801,dov,3
5802,charney,3
5767,disabled,3
5766,billionaires,3
1686,strives,3
1038,qué,3
15219,uncovers,3
4896,bertram,3
15639,hendricks,3
3594,archive,3
1682,traditional,3
1769,santo,3
1770,domingo,3
1772,salon,3
1725,influential,3
3610,ethiopia,3
4886,siegel,3
5785,ellis,3
14568,rebuffs,3
3616,travels,3
4875,liz,3
5784,lloyd,3
14855,concealed,3
7279,pbs,3
391,1980s,3
5777,68,3
20018,awarding,3
7269,horrors,3
5776,mayoral,3
5792,commitments,3
7265,casinos,3
1693,ant,3
4855,unfinished,3
4878,mourns,3
7261,kid,3
14853,guilt,3
14328,though,3
1720,motor,3
1032,por,3
20009,gears,3
615,seasons,3
4835,victorious,3
1643,madness,3
3590,evans,3
741,prevails,3
5752,uneasy,3
642,rent,3
14579,withhold,3
15047,waiver,3
643,controlled,3
4927,kurz,3
5748,operate,3
743,affiliate,3
4802,dresses,3
4799,frick,3
4929,hoffman,3
4932,imperial,3
14347,absent,3
7167,concussions,3
3671,treasures,3
1016,rogers,3
3555,haunting,3
3554,intimate,3
1648,biography,3
3552,distress,3
3549,gridlock,3
4939,castillo,3
1846,porn,3
1656,holland,3
5821,triggered,3
1671,hadley,3
7206,amsterdam,3
1028,kampf,3
19227,scrapping,3
7203,17th,3
3588,signature,3
5763,sony,3
20320,lighthizer,3
1026,expose,3
3582,picked,3
4915,brien,3
1670,tessa,3
5755,unicef,3
7192,gladys,3
15193,tear,3
4818,moschino,3
19986,270,3
7185,57,3
7184,graduate,3
19231,predict,3
7178,lester,3
15658,setbacks,3
1841,qualified,3
14548,interrupted,3
4984,select,3
2087,novelist,3
19309,hq,3
13781,absurd,3
19307,suggestion,3
20087,haj,3
20088,kenyans,3
5059,lasting,3
3460,regains,3
3458,legendary,3
3758,crops,3
5069,prediction,3
6988,galleries,3
20563,leakers,3
20562,superbody,3
2231,ingredients,3
19314,clout,3
6942,malicious,3
5070,sure,3
15040,loosen,3
15003,capturing,3
1480,adelson,3
5697,bernstein,3
6964,astronomy,3
1490,casa,3
4634,leaking,3
6984,filled,3
16013,breathe,3
5048,kirk,3
6981,triangle,3
15361,pulling,3
15362,plug,3
793,discovers,3
3740,companion,3
3470,swimming,3
15037,concept,3
6972,concrete,3
5960,drives,3
2180,dell,3
14375,résumé,3
1493,perilous,3
3747,storage,3
3761,shuffle,3
2245,audience,3
14763,deeds,3
15041,stabilize,3
1435,rooney,3
6899,pizzeria,3
6896,taunts,3
990,munich,3
5112,bard,3
14400,rosie,3
800,crushed,3
4540,savannah,3
2326,treads,3
5116,101,3
14755,artful,3
5119,penthouse,3
2335,idol,3
6881,lydia,3
3420,simmers,3
4532,condemning,3
6876,meyers,3
1446,matchup,3
1072,awakens,3
5975,medal,3
2285,almanac,3
1469,strictly,3
3765,jolt,3
4569,gloves,3
6930,preliminary,3
5093,diverge,3
2272,shia,3
14393,cartels,3
14605,potro,3
6919,61,3
19322,austrian,3
4561,andersen,3
19324,misuse,3
4560,astrid,3
19326,weakened,3
6908,discovered,3
4555,prints,3
1458,lou,3
2151,inequality,3
4051,withstand,3
2103,blazers,3
7008,identified,3
2135,tongues,3
2126,stranger,3
780,polar,3
5940,implications,3
5941,settlers,3
5038,hartford,3
5030,comforts,3
3483,filipino,3
2133,creole,3
5942,studying,3
5032,religion,3
14797,refocus,3
6994,wreck,3
4657,alarms,3
16015,downed,3
1532,suffering,3
7005,applies,3
7016,cemetery,3
5021,postseason,3
5948,heartbreak,3
19946,inspectors,3
5024,hired,3
15679,stabilizes,3
15352,deliberate,3
2098,nicholas,3
4664,splitting,3
15820,evo,3
5707,frances,3
3729,guatemala,3
1533,pathankot,3
14276,purchases,3
3925,grindr,2
10810,intentional,2
3769,shy,2
10509,strategists,2
10511,tablet,2
15515,pertussis,2
4019,reorganization,2
10752,schizophrenia,2
4020,detonate,2
3817,munoz,2
17702,strangle,2
3923,amc,2
10505,reliability,2
10504,screenings,2
12891,invoked,2
17654,homebuilding,2
10671,cheerleaders,2
12828,gibson,2
3829,griffey,2
12840,winemaker,2
3892,orgy,2
3643,yearn,2
17656,countering,2
10612,warms,2
16526,ghost,2
10523,operational,2
10522,spurning,2
3832,perks,2
17695,huawei,2
10521,streamlining,2
146,dolores,2
10666,elevated,2
4008,starboard,2
10805,forever,2
10516,controllers,2
14520,lore,2
12849,antics,2
10515,iceberg,2
17697,thirteen,2
940,distorted,2
15516,les,2
20286,humming,2
17716,kuroda,2
15524,mediterranean,2
10703,christo,2
17807,sidelined,2
3628,antidote,2
12845,sweetheart,2
20313,admiral,2
17649,pie,2
20262,kinder,2
14504,combating,2
3794,layoff,2
4031,skirt,2
10685,professional,2
10686,beset,2
10687,drake,2
17814,encryption,2
4035,brodeur,2
12817,coveted,2
16519,whalen,2
3808,whales,2
3912,manta,2
17710,spooks,2
17646,inaugural,2
4039,adolescence,2
3909,wheaton,2
12868,farming,2
898,jihadists,2
12846,mound,2
20263,dumped,2
10694,florist,2
12832,dominance,2
10478,roars,2
20830,mh17,2
15000,pajamas,2
12894,breakups,2
20261,roadblocks,2
4022,modernism,2
17754,unhelpful,2
981,overcoming,2
17806,servers,2
4004,vegetables,2
4025,mirror,2
12843,scuffle,2
17713,stricken,2
10498,resto,2
10758,coincides,2
10497,achilles,2
10606,artisanal,2
14505,opium,2
12819,kunduz,2
10757,tent,2
10701,bg,2
10495,sevigny,2
17712,parliamentary,2
993,smolders,2
10699,filament,2
10494,chloë,2
17810,blunder,2
10756,seatbelt,2
3776,applaud,2
14538,agriculture,2
3648,investing,2
17798,salvadorans,2
145,reed,2
3687,tampons,2
16546,suburbs,2
12835,kessel,2
12878,underwear,2
3948,breath,2
3967,edit,2
14524,leaning,2
3746,westchester,2
10582,parse,2
15520,mouse,2
3692,jabs,2
10554,pravue,2
15512,1978,2
17783,accusing,2
17784,harms,2
10780,maestro,2
10745,radicals,2
3870,sandra,2
10583,ambitious,2
10749,comprehensive,2
10643,koslow,2
17707,blowing,2
20272,vendors,2
3973,responding,2
17788,negotiating,2
17686,baffled,2
17687,starved,2
10547,retold,2
10637,reich,2
17679,profitable,2
3949,kalanithi,2
14555,rubber,2
15210,worship,2
3878,promotion,2
